Element,Relevance,cycle,Pathway,pathway name,gene,key_gene,gene_name,energyRole,biogeoSubstrate,Metal,KO
Sulfur,Biogeochemistry,Sulfur,DMSORed,"DMSO reduction, DMSO -> DMS (dms or dorA)",dmsA,yes,anaerobic dimethyl sulfoxide reductase subunit A [EC:1.8.5.3],A,DMSO,,K07306
Sulfur,Biogeochemistry,Sulfur,DMSORed,"DMSO reduction, DMSO -> DMS (dms or dorA)",dmsB,yes,anaerobic dimethyl sulfoxide reductase subunit B,A,DMSO,,K07307
Sulfur,Biogeochemistry,Sulfur,DMSORed,"DMSO reduction, DMSO -> DMS (dms or dorA)",dmsC,yes,anaerobic dimethyl sulfoxide reductase subunit C,A,DMSO,,K07308
Sulfur,Biogeochemistry,Sulfur,DMSOx,"DMS oxidation, DMS -> DMSO (ddhABC or tmm)",ddhA,,dimethylsulfide dehydrogenase subunit alpha [EC:1.8.2.4],D,DMS,,K16964
Sulfur,Biogeochemistry,Sulfur,DMSOx,"DMS oxidation, DMS -> DMSO (ddhABC or tmm)",ddhB,yes,dimethylsulfide dehydrogenase subunit beta,D,DMS,,K16965
Sulfur,Biogeochemistry,Sulfur,DMSOx,"DMS oxidation, DMS -> DMSO (ddhABC or tmm)",ddhC,,dimethylsulfide dehydrogenase subunit gamma,D,DMS,,K16966
Sulfur,Biogeochemistry,Sulfur,DMSOx,"DMS oxidation, DMS -> DMSO (ddhABC or tmm)",tmm,yes,trimethylamine monooxygenase [EC:1.14.13.148],D,DMS,,K18277
Sulfur,Biogeochemistry,Sulfur,SulfateAssRed,"Assimilatory sulfate reduction, sulfate -> sulfite",cysN,,sulfate adenylyltransferase subunit 1 [EC:2.7.7.4],,Sulfate,,K00860
Sulfur,Biogeochemistry,Sulfur,SulfateAssRed,"Assimilatory sulfate reduction, sulfate -> sulfite",cysNC,,bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25],,Sulfate,,K00955
Sulfur,Biogeochemistry,Sulfur,SulfateAssRed,"Assimilatory sulfate reduction, sulfate -> sulfite",cysN,,sulfate adenylyltransferase subunit 1 [EC:2.7.7.4],,Sulfate,,K00956
Sulfur,Biogeochemistry,Sulfur,SulfateAssRed,"Assimilatory sulfate reduction, sulfate -> sulfite",cysD,,sulfate adenylyltransferase subunit 2 [EC:2.7.7.4],,Sulfate,,K00957
Sulfur,Biogeochemistry,Sulfur,SulfateAssRed,"Assimilatory sulfate reduction, sulfate -> sulfite","sat, met3",yes,sulfate adenylyltransferase [EC:2.7.7.4],,Sulfate,,K00958
Sulfur,Biogeochemistry,Sulfur,SulfateAssRed,"Assimilatory sulfate reduction, sulfate -> sulfite",PAPSS,,3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25],,Sulfate,,K13811
Sulfur,Biogeochemistry,Sulfur,SulfateAssRed,"Assimilatory sulfate reduction, sulfite -> sulfide (cysJI or sir)",cysJ,,sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2],,Sulfite,,K00380
Sulfur,Biogeochemistry,Sulfur,SulfateAssRed,"Assimilatory sulfate reduction, sulfite -> sulfide (cysJI or sir)",cysI,,sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2],,Sulfite,,K00381
Sulfur,Biogeochemistry,Sulfur,SulfateAssRed,"Assimilatory sulfate reduction, sulfite -> sulfide (cysJI or sir)",sir,,sulfite reductase (ferredoxin) [EC:1.8.7.1],,Sulfite,,K00392
Sulfur,Biogeochemistry,Sulfur,SulfateRed,Sulfate reduction,cysH,,phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10],,Sulfate,,K00390
Sulfur,Biogeochemistry,Sulfur,SulfateRed,"Dissimilatory sulfate reduction, sulfate -> sulfite (reversible) (sat and aprAB)",aprA,,"adenylylsulfate reductase, subunit A [EC:1.8.99.2]",A,Sulfate,,K00394
Sulfur,Biogeochemistry,Sulfur,SulfateRed,"Dissimilatory sulfate reduction, sulfate -> sulfite (reversible) (sat and aprAB)",aprB,,"adenylylsulfate reductase, subunit B [EC:1.8.99.2]",A,Sulfate,,K00395
Sulfur,Biogeochemistry,Sulfur,SulfateRed,"Dissimilatory sulfate reduction, sulfate -> sulfite (reversible) (sat and aprAB)",cysN,,sulfate adenylyltransferase subunit 1 [EC:2.7.7.4],,Sulfate,,K00956
Sulfur,Biogeochemistry,Sulfur,SulfateRed,"Dissimilatory sulfate reduction, sulfate -> sulfite (reversible) (sat and aprAB)",cysD,,sulfate adenylyltransferase subunit 2 [EC:2.7.7.4],,Sulfate,,K00957
Sulfur,Biogeochemistry,Sulfur,SulfateRed,"Dissimilatory sulfate reduction, sulfate -> sulfite (reversible) (sat and aprAB)","sat, met3",yes,sulfate adenylyltransferase [EC:2.7.7.4],,Sulfate,,K00958
Sulfur,Biogeochemistry,Sulfur,SulfateRed,"Dissimilatory sulfate reduction, sulfite -> sulfide (reversible) (dsrAB)",dsrA,yes,dissimilatory sulfite reductase alpha subunit [EC:1.8.99.5],A,Sulfate,,K11180
Sulfur,Biogeochemistry,Sulfur,SulfateRed,"Dissimilatory sulfate reduction, sulfite -> sulfide (reversible) (dsrAB)",dsrB,yes,dissimilatory sulfite reductase beta subunit [EC:1.8.99.5],A,Sulfate,,K11181
Sulfur,Biogeochemistry,Sulfur,SulfateRed,"Dissimilatory sulfate reduction, sulfite -> sulfide (reversible) (dsrAB)",dsrC,yes,dissimilatory sulfite reductase M subunit [EC:1.8.5.10],A,Sulfate,,K27187
Sulfur,Biogeochemistry,Sulfur,SulfideOx,"Sulfite oxidation, sulfite -> sulfate (sorB, SUOX, soeABC)",sorA,yes,sulfite dehydrogenase (cytochrome C) [EC:1.8.2.1],D,Sulfide,,K05301
Sulfur,Biogeochemistry,Sulfur,SulfideOx,Sulfide oxidation,sqr,yes,sulfide:quinone oxidoreductase [EC:1.8.5.4],D,Sulfide,,K17218
Sulfur,Biogeochemistry,Sulfur,SulfideOx,"Sulfide oxidation, sulfide -> sulfur (fccAB)",fccB,,sulfide dehydrogenase [flavocytochrome c] flavoprotein chain,D,Sulfide,,K17229
Sulfur,Biogeochemistry,Sulfur,SulfideOx,"Sulfide oxidation, sulfide -> sulfur (fccAB)",fccA,yes,cytochrome subunit of sulfide dehydrogenase,D,Sulfide,,K17230
Sulfur,Biogeochemistry,Sulfur,SulfideOx,"Sulfhydrogenase, (sulfide)n -> (sulfide)n-1",hydA,yes,sulfhydrogenase subunit alpha,D,Sulfide,,K17993
Sulfur,Biogeochemistry,Sulfur,SulfideOx,"Sulfhydrogenase, (sulfide)n -> (sulfide)n-1",hydD,,sulfhydrogenase subunit delta,D,Sulfide,,K17994
Sulfur,Biogeochemistry,Sulfur,SulfideOx,"Sulfhydrogenase, (sulfide)n -> (sulfide)n-1",hydG,,sulfhydrogenase subunit gamma (sulfur reductase),D,Sulfide,,K17995
Sulfur,Biogeochemistry,Sulfur,SulfideOx,"Sulfhydrogenase, (sulfide)n -> (sulfide)n-1",hydB,yes,sulfhydrogenase subunit beta (sulfur reductase),D,Sulfide,,K17996
Sulfur,Biogeochemistry,Sulfur,SulfiteOx,"Sulfite oxidation, sulfite -> sulfate (sorB, SUOX, soeABC)",SUOX,yes,sulfite oxidase [EC:1.8.3.1],D,Sulfite,,K00387
Sulfur,Biogeochemistry,Sulfur,SulfiteOx,"Sulfite oxidation, sulfite -> sulfate (sorB, SUOX, soeABC)",soeA,yes,sulfite dehydrogenase (quinone) subunit SoeA [EC:1.8.5.6],D,Sulfite,,K21307
Sulfur,Biogeochemistry,Sulfur,SulfiteOx,"Sulfite oxidation, sulfite -> sulfate (sorB, SUOX, soeABC)",soeB,yes,sulfite dehydrogenase (quinone) subunit SoeB,D,Sulfite,,K21308
Sulfur,Biogeochemistry,Sulfur,SulfiteOx,"Sulfite oxidation, sulfite -> sulfate (sorB, SUOX, soeABC)",soeC,yes,sulfite dehydrogenase (quinone) subunit SoeC,D,Sulfite,,K21309
Sulfur,Biogeochemistry,Sulfur,SulfiteRed,Sulfite reduction,asrC,yes,anaerobic sulfite reductase subunit C,A,Sulfite,,K00385
Sulfur,Biogeochemistry,Sulfur,SulfiteRed,Sulfite reduction,asrA,yes,anaerobic sulfite reductase subunit A,A,Sulfite,,K16950
Sulfur,Biogeochemistry,Sulfur,SulfiteRed,Sulfite reduction,asrB,yes,anaerobic sulfite reductase subunit B,A,Sulfite,,K16951
Sulfur,Biogeochemistry,Sulfur,SulfurOx,"Sulfur disproportionation, sulfur -> sulfide & sulfite",sor,yes,sulfur oxygenase/reductase [EC:1.13.11.55],"A,D",Sulfur,,K16952
Sulfur,Biogeochemistry,Sulfur,SulfurOx,Sulfur oxidation,sdo,yes,sulfur dioxygenase [EC:1.13.11.18],D,Sulfur,,K17725
Sulfur,Biogeochemistry,Sulfur,SulfurOx,thiosulfate => sulfur + sulfate + thiosulfate,tetH,,tetrathionate hydrolase [EC:3.12.1.-],D,Thiosulfate,,K27925
Sulfur,Biogeochemistry,Sulfur,SulfurRed,"Sulfur reduction, sulfur -> sulfide (sreABC)",sreA,yes,sulfur reductase molybdopterin subunit,A,Sulfur,,K17219
Sulfur,Biogeochemistry,Sulfur,SulfurRed,"Sulfur reduction, sulfur -> sulfide (sreABC)",sreB,yes,sulfur reductase FeS subunit,A,Sulfur,,K17220
Sulfur,Biogeochemistry,Sulfur,SulfurRed,"Sulfur reduction, sulfur -> sulfide (sreABC)",sreC,yes,sulfur reductase membrane anchor,A,Sulfur,,K17221
Sulfur,Biogeochemistry,Sulfur,ThioDis,"Thiosulfate disproportionation, thiosulfate -> sulfide & sulfite (phsABC)",phsA/psrA,yes,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],"A,D",Thiosulfate,,K08352
Sulfur,Biogeochemistry,Sulfur,ThioDis,"Thiosulfate disproportionation, thiosulfate -> sulfide & sulfite (phsABC)",phsB,yes,thiosulfate reductase electron transport protein,"A,D",Thiosulfate,,K08353
Sulfur,Biogeochemistry,Sulfur,ThioDis,"Thiosulfate disproportionation, thiosulfate -> sulfide & sulfite (phsABC)",phsC,yes,thiosulfate reductase cytochrome b subunit,"A,D",Thiosulfate,,K08354
Sulfur,Biogeochemistry,Sulfur,ThioOX,Alternative thiosulfate oxidation (doxAD),doxA,yes,thiosulfate dehydrogenase [quinone] small subunit [EC:1.8.5.2],D,Thiosulfate,,K16936
Sulfur,Biogeochemistry,Sulfur,ThioOX,Alternative thiosulfate oxidation (doxAD),doxD,yes,thiosulfate dehydrogenase [quinone] large subunit [EC:1.8.5.2],D,Thiosulfate,,K16937
Sulfur,Biogeochemistry,Sulfur,ThioOx,"Thiosulfate oxidation by SOX complex, thiosulfate -> sulfate",soxA,,L-cysteine S-thiosulfotransferase [EC:2.8.5.2],D,Thiosulfate,,K17222
Sulfur,Biogeochemistry,Sulfur,ThioOx,"Thiosulfate oxidation by SOX complex, thiosulfate -> sulfate",soxX,,L-cysteine S-thiosulfotransferase [EC:2.8.5.2],D,Thiosulfate,,K17223
Sulfur,Biogeochemistry,Sulfur,ThioOx,"Thiosulfate oxidation by SOX complex, thiosulfate -> sulfate",soxB,,S-sulfosulfanyl-L-cysteine sulfohydrolase [EC:3.1.6.20],D,Thiosulfate,,K17224
Sulfur,Biogeochemistry,Sulfur,ThioOx,"Thiosulfate oxidation by SOX complex, thiosulfate -> sulfate",soxC,yes,sulfane dehydrogenase subunit SoxC,D,Thiosulfate,,K17225
Sulfur,Biogeochemistry,Sulfur,ThioOx,"Thiosulfate oxidation by SOX complex, thiosulfate -> sulfate",soxY,,sulfur-oxidizing protein SoxY,D,Thiosulfate,,K17226
Sulfur,Biogeochemistry,Sulfur,ThioOx,"Thiosulfate oxidation by SOX complex, thiosulfate -> sulfate",soxZ,,sulfur-oxidizing protein SoxZ,D,Thiosulfate,,K17227
Sulfur,Biogeochemistry,Sulfur,ThioOX,Alternative thiosulfate oxidation (tsdA),tsdA,yes,thiosulfate dehydrogenase [EC:1.8.2.2],D,Thiosulfate,,K19713
Sulfur,Biogeochemistry,Sulfur,ThioOx,"Thiosulfate oxidation by SOX complex, thiosulfate -> sulfate",soxD,yes,S-disulfanyl-L-cysteine oxidoreductase SoxD [EC:1.8.2.6],D,Thiosulfate,,K22622
